Application_ID,Patent_Examiner_ID,Novelty_Status,Inventive_Status,Applicability_Status
250059,500259,FALSE,TRUE,TRUE
250060,500260,FALSE,TRUE,TRUE
250061,500261,TRUE,FALSE,TRUE
250062,500262,TRUE,TRUE,FALSE
250063,500263,TRUE,FALSE,TRUE
250064,500264,FALSE,TRUE,TRUE
250065,500265,TRUE,FALSE,TRUE
250066,500266,TRUE,FALSE,TRUE
250067,500267,TRUE,TRUE,FALSE
250068,500268,TRUE,TRUE,FALSE
250069,500269,TRUE,TRUE,FALSE
250070,500270,TRUE,FALSE,TRUE
250071,500271,TRUE,TRUE,FALSE
250072,500272,FALSE,TRUE,TRUE
250073,500273,FALSE,TRUE,TRUE
250074,500274,FALSE,TRUE,TRUE
250075,500275,FALSE,TRUE,TRUE
250076,500276,FALSE,TRUE,TRUE
250077,500277,TRUE,TRUE,FALSE
250078,500278,TRUE,FALSE,TRUE
250079,500279,TRUE,FALSE,TRUE
250080,500280,TRUE,FALSE,TRUE
250081,500281,TRUE,TRUE,FALSE
250082,500282,TRUE,FALSE,TRUE
250083,500283,TRUE,TRUE,FALSE
250084,500284,TRUE,TRUE,FALSE
250085,500285,FALSE,TRUE,TRUE
250086,500286,TRUE,TRUE,FALSE
250087,500287,TRUE,TRUE,FALSE
250088,500288,FALSE,TRUE,TRUE
250089,500289,TRUE,FALSE,TRUE
250090,500290,TRUE,TRUE,FALSE
250091,500291,TRUE,FALSE,TRUE
250092,500292,TRUE,TRUE,FALSE
250093,500293,FALSE,TRUE,TRUE
250094,500294,TRUE,TRUE,FALSE
250095,500295,TRUE,FALSE,TRUE
250096,500296,FALSE,TRUE,TRUE
250097,500297,TRUE,FALSE,TRUE
250098,500298,TRUE,TRUE,FALSE
250099,500299,FALSE,TRUE,TRUE
250100,500300,TRUE,TRUE,FALSE
250101,500301,TRUE,TRUE,FALSE
250102,500302,TRUE,FALSE,TRUE
250103,500303,TRUE,TRUE,FALSE
250104,500304,FALSE,TRUE,TRUE
250105,500305,TRUE,TRUE,FALSE
250106,500306,TRUE,TRUE,FALSE
250107,500307,TRUE,TRUE,FALSE
250108,500308,TRUE,TRUE,FALSE
250109,500309,TRUE,FALSE,TRUE
250110,500310,TRUE,TRUE,FALSE
250111,500311,TRUE,TRUE,FALSE
250112,500312,FALSE,TRUE,TRUE
250113,500313,TRUE,TRUE,FALSE
250114,500314,FALSE,TRUE,TRUE
250115,500315,FALSE,TRUE,TRUE
250116,500316,FALSE,TRUE,TRUE
250117,500317,FALSE,TRUE,TRUE
250118,500318,TRUE,TRUE,FALSE
250119,500319,TRUE,FALSE,TRUE
250120,500320,TRUE,FALSE,TRUE
250121,500001,TRUE,TRUE,FALSE
250122,500002,TRUE,TRUE,FALSE
250123,500003,TRUE,TRUE,FALSE
250124,500004,TRUE,FALSE,TRUE
250125,500005,FALSE,TRUE,TRUE
250126,500006,TRUE,TRUE,FALSE
250127,500007,TRUE,TRUE,FALSE
250128,500008,TRUE,TRUE,FALSE
250129,500009,TRUE,TRUE,FALSE
250130,500010,TRUE,TRUE,FALSE
250131,500011,TRUE,TRUE,FALSE
250132,500012,FALSE,TRUE,TRUE
250133,500013,TRUE,TRUE,FALSE
250134,500014,TRUE,TRUE,FALSE
250135,500015,TRUE,FALSE,TRUE
250136,500016,FALSE,TRUE,TRUE
250137,500017,TRUE,TRUE,FALSE
250138,500018,TRUE,TRUE,FALSE
250139,500019,FALSE,TRUE,TRUE
250140,500020,FALSE,TRUE,TRUE
250141,500021,TRUE,TRUE,FALSE
250142,500022,TRUE,FALSE,TRUE
250143,500023,TRUE,TRUE,FALSE
250144,500024,TRUE,TRUE,FALSE
250145,500025,FALSE,TRUE,TRUE
250146,500026,TRUE,TRUE,FALSE
250147,500027,TRUE,TRUE,FALSE
250148,500028,TRUE,TRUE,FALSE
250149,500029,TRUE,TRUE,FALSE
250150,500030,TRUE,FALSE,FALSE
250151,500031,TRUE,FALSE,FALSE
250152,500032,TRUE,FALSE,FALSE
250153,500033,FALSE,TRUE,FALSE
250154,500034,FALSE,TRUE,FALSE
250155,500035,FALSE,FALSE,TRUE
250156,500036,TRUE,FALSE,FALSE
250157,500037,FALSE,TRUE,FALSE
250158,500038,TRUE,FALSE,FALSE
250159,500039,FALSE,FALSE,TRUE
250160,500040,TRUE,FALSE,FALSE
250161,500041,FALSE,TRUE,FALSE
250162,500042,TRUE,FALSE,FALSE
250163,500043,FALSE,TRUE,FALSE
250164,500044,FALSE,TRUE,FALSE
250165,500045,FALSE,FALSE,TRUE
250166,500046,TRUE,FALSE,FALSE
250167,500047,FALSE,FALSE,TRUE
250168,500048,FALSE,TRUE,FALSE
250169,500049,FALSE,TRUE,FALSE
250170,500050,FALSE,TRUE,FALSE
250171,500051,FALSE,TRUE,FALSE
250172,500052,FALSE,FALSE,TRUE
250173,500053,TRUE,FALSE,FALSE
250174,500054,FALSE,TRUE,FALSE
250175,500055,FALSE,FALSE,TRUE
250176,500056,FALSE,TRUE,FALSE
250177,500057,FALSE,TRUE,FALSE
250178,500058,FALSE,TRUE,FALSE
250179,500059,TRUE,FALSE,FALSE
250180,500060,FALSE,FALSE,TRUE
250181,500061,FALSE,TRUE,FALSE
250182,500062,FALSE,TRUE,FALSE
250183,500063,FALSE,TRUE,FALSE
250184,500064,FALSE,TRUE,FALSE
250185,500065,FALSE,TRUE,FALSE
250186,500066,FALSE,TRUE,FALSE
250187,500067,FALSE,TRUE,FALSE
250188,500068,TRUE,FALSE,FALSE
250189,500069,TRUE,FALSE,FALSE
250190,500070,FALSE,FALSE,TRUE
250191,500071,TRUE,FALSE,FALSE
250192,500072,TRUE,FALSE,FALSE
250193,500073,TRUE,FALSE,FALSE
250194,500074,TRUE,FALSE,FALSE
250195,500075,TRUE,FALSE,FALSE
250196,500076,FALSE,FALSE,TRUE
250197,500077,TRUE,FALSE,FALSE
250198,500078,FALSE,FALSE,TRUE
250199,500079,TRUE,FALSE,FALSE
250200,500080,TRUE,FALSE,FALSE
250201,500081,FALSE,TRUE,FALSE
250202,500082,FALSE,TRUE,FALSE
250203,500083,TRUE,FALSE,FALSE
250204,500084,FALSE,FALSE,TRUE
250205,500085,TRUE,FALSE,FALSE
250206,500086,FALSE,FALSE,TRUE
250207,500087,FALSE,FALSE,TRUE
250208,500088,FALSE,FALSE,TRUE
250209,500089,FALSE,FALSE,TRUE
250210,500090,TRUE,FALSE,FALSE
250211,500091,TRUE,FALSE,FALSE
250212,500092,FALSE,TRUE,FALSE
250213,500093,FALSE,TRUE,FALSE
250214,500094,FALSE,TRUE,FALSE
250215,500095,FALSE,TRUE,FALSE
250216,500096,FALSE,TRUE,FALSE
250217,500097,FALSE,FALSE,TRUE
250218,500098,FALSE,FALSE,TRUE
250219,500099,FALSE,TRUE,FALSE
250220,500100,TRUE,FALSE,FALSE
250221,500101,TRUE,FALSE,FALSE
250222,500102,TRUE,FALSE,FALSE
250223,500103,TRUE,FALSE,FALSE
250224,500104,FALSE,TRUE,FALSE
250225,500105,FALSE,FALSE,TRUE
250226,500106,FALSE,FALSE,TRUE
250227,500107,FALSE,TRUE,FALSE
250228,500108,FALSE,TRUE,FALSE
250229,500109,FALSE,TRUE,FALSE
250230,500110,FALSE,TRUE,FALSE
250231,500111,FALSE,FALSE,TRUE
250232,500112,FALSE,TRUE,FALSE
250233,500113,FALSE,TRUE,FALSE
250234,500114,FALSE,TRUE,FALSE
250235,500115,FALSE,TRUE,FALSE
250236,500116,FALSE,TRUE,FALSE
250237,500117,TRUE,FALSE,FALSE
250238,500118,TRUE,FALSE,FALSE
250239,500119,TRUE,FALSE,FALSE
250240,500120,FALSE,TRUE,FALSE
250241,500121,FALSE,FALSE,TRUE
250242,500122,FALSE,FALSE,TRUE
250243,500123,FALSE,FALSE,TRUE
250244,500124,TRUE,FALSE,FALSE
250245,500125,TRUE,FALSE,FALSE
250246,500126,FALSE,FALSE,TRUE
250247,500127,TRUE,FALSE,FALSE
250248,500128,FALSE,TRUE,FALSE
250249,500129,FALSE,TRUE,FALSE
